Tabla 1
IdVenta;IdProducto;IdCliente;Cantidad;FechaVenta
664;5;18;3;2024-09-14 00:00:00
665;8;6;1;2023-10-26 00:00:00
666;7;1;3;2023-07-02 00:00:00
667;4;18;4;2024-06-15 00:00:00
668;2;16;2;2023-03-31 00:00:00
669;3;18;2;2024-11-16 00:00:00
670;1;20;3;2023-11-25 00:00:00
671;5;6;1;2023-02-03 00:00:00
672;8;10;1;2023-04-05 00:00:00
673;9;1;1;2023-06-13 00:00:00
674;1;13;3;2023-07-30 00:00:00
675;10;13;4;2023-09-19 00:00:00
676;8;6;2;2024-12-10 00:00:00
677;2;14;1;2023-11-10 00:00:00
678;2;13;4;2024-06-15 00:00:00
679;10;14;1;2024-10-05 00:00:00
680;1;18;2;2024-06-28 00:00:00
681;10;8;2;2023-12-02 00:00:00
682;4;5;2;2023-09-19 00:00:00
683;8;20;2;2024-01-27 00:00:00
684;7;14;3;2023-09-24 00:00:00
685;1;2;3;2024-03-08 00:00:00
686;10;2;2;2024-03-07 00:00:00
687;2;4;1;2024-11-04 00:00:00
688;2;20;2;2023-08-17 00:00:00
689;2;1;4;2023-01-23 00:00:00
690;7;1;2;2024-05-20 00:00:00
691;8;13;3;2023-05-24 00:00:00
692;9;11;3;2023-12-25 00:00:00
693;8;14;4;2023-04-12 00:00:00
694;6;13;2;2024-03-26 00:00:00
695;3;2;3;2024-01-30 00:00:00
696;9;9;2;2023-12-30 00:00:00
697;10;10;1;2024-06-23 00:00:00
698;7;13;3;2023-10-19 00:00:00
699;6;8;3;2024-07-28 00:00:00
700;3;17;1;2024-04-21 00:00:00
701;1;2;1;2023-02-12 00:00:00
702;8;10;1;2023-04-01 00:00:00
703;2;14;2;2023-01-15 00:00:00
704;5;6;4;2023-09-12 00:00:00
705;7;7;1;2024-09-28 00:00:00
706;6;6;1;2024-05-02 00:00:00
707;2;13;2;2024-06-08 00:00:00
708;5;13;1;2023-03-12 00:00:00
709;8;5;3;2023-09-17 00:00:00
710;1;2;2;2023-05-14 00:00:00
711;2;6;3;2024-01-02 00:00:00
712;2;20;2;2024-05-18 00:00:00
713;1;2;4;2024-06-14 00:00:00
714;8;2;2;2024-03-13 00:00:00
715;4;12;3;2023-12-25 00:00:00
716;10;16;1;2024-07-08 00:00:00
717;3;4;3;2023-09-22 00:00:00
718;8;19;2;2023-02-18 00:00:00
719;5;5;4;2023-11-03 00:00:00
720;6;15;3;2023-04-25 00:00:00
721;1;18;2;2024-01-21 00:00:00
722;4;2;2;2024-06-30 00:00:00
723;5;6;1;2023-08-09 00:00:00
724;9;20;2;2023-07-17 00:00:00
725;1;12;2;2023-03-16 00:00:00
726;7;11;2;2023-09-25 00:00:00
727;8;16;3;2024-03-04 00:00:00
728;2;19;1;2024-06-26 00:00:00
729;1;19;4;2024-11-10 00:00:00
730;7;16;4;2023-12-10 00:00:00
731;9;9;4;2024-01-29 00:00:00
732;10;4;1;2024-05-12 00:00:00
733;2;19;2;2023-12-25 00:00:00
734;7;9;1;2023-11-19 00:00:00
735;7;19;4;2023-12-10 00:00:00
736;5;18;4;2024-01-04 00:00:00
737;3;15;2;2024-11-16 00:00:00
738;3;17;1;2023-05-03 00:00:00
739;6;19;1;2023-03-13 00:00:00
740;10;2;4;2024-05-16 00:00:00
741;8;20;2;2023-08-07 00:00:00
742;5;1;2;2024-08-14 00:00:00
743;2;12;3;2024-03-16 00:00:00
744;8;3;2;2023-09-17 00:00:00
745;3;14;1;2023-01-21 00:00:00
746;8;4;3;2023-03-27 00:00:00
747;10;1;2;2023-12-04 00:00:00
748;1;15;2;2024-02-04 00:00:00
749;4;15;4;2023-11-26 00:00:00
750;6;3;2;2023-03-24 00:00:00
751;10;19;2;2023-05-12 00:00:00
752;10;8;2;2024-06-15 00:00:00
753;10;15;4;2023-07-04 00:00:00
754;7;5;2;2023-07-15 00:00:00
755;8;18;4;2024-06-06 00:00:00
756;8;1;4;2024-04-30 00:00:00
757;7;4;3;2023-03-08 00:00:00
758;6;10;3;2024-05-19 00:00:00
759;10;3;2;2023-03-25 00:00:00
760;7;2;4;2024-09-07 00:00:00
761;10;16;1;2024-04-25 00:00:00
762;7;1;1;2023-01-18 00:00:00
763;1;4;4;2024-02-13 00:00:00
764;10;3;3;2023-04-30 00:00:00
765;4;5;2;2023-02-09 00:00:00
766;9;11;2;2024-03-26 00:00:00
767;9;11;3;2023-02-10 00:00:00
768;9;17;3;2024-12-26 00:00:00
769;9;11;2;2023-06-07 00:00:00
770;9;20;1;2023-05-17 00:00:00
771;8;20;2;2023-07-20 00:00:00
772;7;8;3;2024-04-02 00:00:00
773;6;11;4;2024-02-17 00:00:00
774;3;18;1;2024-06-26 00:00:00
775;10;17;4;2024-03-14 00:00:00
776;10;20;3;2024-06-19 00:00:00
777;3;14;4;2023-09-02 00:00:00
778;7;2;2;2023-08-27 00:00:00
779;8;14;3;2024-06-17 00:00:00
780;3;19;1;2024-10-22 00:00:00
781;1;4;2;2024-12-15 00:00:00
782;7;20;2;2023-08-19 00:00:00
783;6;16;2;2024-01-23 00:00:00
784;7;10;4;2024-01-04 00:00:00
785;3;20;2;2023-02-15 00:00:00
786;4;16;2;2023-09-16 00:00:00
787;10;19;3;2023-06-19 00:00:00
788;2;19;1;2023-06-20 00:00:00
789;8;18;4;2023-01-07 00:00:00
790;3;11;4;2023-01-13 00:00:00
791;10;18;1;2024-12-13 00:00:00
792;6;6;1;2023-12-02 00:00:00
793;10;13;2;2024-12-20 00:00:00
794;8;11;1;2024-10-19 00:00:00
795;10;12;1;2023-01-31 00:00:00
796;10;19;4;2023-12-02 00:00:00
797;4;1;4;2024-01-04 00:00:00
798;5;7;4;2023-06-17 00:00:00
799;2;15;2;2023-12-05 00:00:00
800;8;2;1;2023-08-04 00:00:00
801;1;16;4;2023-03-17 00:00:00
802;5;14;3;2024-06-22 00:00:00
803;8;9;4;2023-04-27 00:00:00
804;6;8;3;2024-08-23 00:00:00
805;4;15;3;2023-03-13 00:00:00
806;7;13;1;2024-02-26 00:00:00
807;7;14;3;2024-01-29 00:00:00
808;3;4;1;2023-02-25 00:00:00
809;9;8;3;2024-08-29 00:00:00
810;3;14;4;2023-04-04 00:00:00
811;10;4;3;2024-09-14 00:00:00
812;4;20;4;2024-07-28 00:00:00
813;9;13;2;2023-06-13 00:00:00
814;8;4;1;2023-09-27 00:00:00
815;7;3;2;2024-12-23 00:00:00
816;10;17;2;2023-06-21 00:00:00
817;2;12;1;2023-07-08 00:00:00
818;1;2;4;2024-08-20 00:00:00
819;9;11;4;2024-12-31 00:00:00
820;9;3;1;2024-05-07 00:00:00
821;7;18;4;2023-06-07 00:00:00
822;2;15;1;2024-11-06 00:00:00
823;4;13;2;2024-12-31 00:00:00
824;1;10;1;2023-03-20 00:00:00
825;5;19;3;2024-06-19 00:00:00
826;1;17;4;2024-08-14 00:00:00
827;10;16;3;2024-04-20 00:00:00
828;8;9;1;2023-07-25 00:00:00
829;5;2;2;2024-12-12 00:00:00
830;6;5;2;2023-07-29 00:00:00
831;9;19;4;2024-08-09 00:00:00
832;7;20;4;2024-08-12 00:00:00
833;4;8;1;2023-09-15 00:00:00
834;4;13;1;2024-07-15 00:00:00
835;10;18;1;2023-05-25 00:00:00
836;3;10;1;2023-07-03 00:00:00
837;5;15;2;2024-01-25 00:00:00
838;10;14;4;2023-05-14 00:00:00
839;9;15;1;2024-07-05 00:00:00
840;9;20;4;2024-06-02 00:00:00
841;7;19;4;2023-11-28 00:00:00
842;7;6;1;2024-12-20 00:00:00
843;4;5;2;2024-02-04 00:00:00
844;9;19;2;2023-12-03 00:00:00
845;7;9;4;2023-01-28 00:00:00
846;1;20;4;2023-12-26 00:00:00
847;5;3;1;2023-04-08 00:00:00
848;2;4;2;2023-05-06 00:00:00
849;2;19;1;2024-12-22 00:00:00
850;5;16;4;2023-12-29 00:00:00
851;6;3;4;2024-11-06 00:00:00
852;8;5;4;2023-10-24 00:00:00
853;8;10;4;2024-03-08 00:00:00
854;10;17;1;2023-01-10 00:00:00
855;6;9;1;2023-03-02 00:00:00
856;4;9;4;2024-02-27 00:00:00
857;8;16;3;2023-07-14 00:00:00
858;8;15;4;2023-07-13 00:00:00
859;4;20;2;2023-09-01 00:00:00
860;3;15;2;2023-10-14 00:00:00
861;1;4;1;2023-03-09 00:00:00
862;8;5;2;2024-03-03 00:00:00
863;7;20;3;2024-10-01 00:00:00
864;6;11;4;2024-09-18 00:00:00
865;7;7;3;2023-08-21 00:00:00
866;7;17;3;2024-06-30 00:00:00
867;7;10;1;2024-11-06 00:00:00
868;9;12;1;2023-09-07 00:00:00
869;3;11;4;2024-01-19 00:00:00
870;6;20;2;2024-03-12 00:00:00
871;7;9;3;2023-08-10 00:00:00
872;6;18;4;2024-12-26 00:00:00
873;5;9;4;2023-03-26 00:00:00
874;7;12;4;2023-11-06 00:00:00
875;6;10;1;2024-11-04 00:00:00
876;2;1;3;2023-07-15 00:00:00
877;8;11;3;2023-12-05 00:00:00
878;1;3;1;2024-08-10 00:00:00
879;1;10;4;2024-10-28 00:00:00
880;8;15;1;2023-07-05 00:00:00
881;3;17;2;2024-06-22 00:00:00
882;7;5;4;2024-02-05 00:00:00
883;5;8;3;2024-07-07 00:00:00
884;6;6;1;2024-08-17 00:00:00
885;9;2;2;2023-01-24 00:00:00
886;7;9;2;2024-08-12 00:00:00
887;2;14;4;2024-03-09 00:00:00
888;4;9;4;2024-07-18 00:00:00
889;7;7;4;2024-06-13 00:00:00
890;3;2;4;2024-09-27 00:00:00
891;7;13;2;2024-08-08 00:00:00
892;2;19;2;2023-05-13 00:00:00
893;8;7;4;2023-01-04 00:00:00
894;7;14;2;2023-01-20 00:00:00
895;10;14;4;2023-08-26 00:00:00
896;2;18;4;2023-06-03 00:00:00
897;8;13;4;2024-04-10 00:00:00
898;7;4;1;2024-11-16 00:00:00
899;3;5;2;2024-10-16 00:00:00
900;3;16;2;2024-07-31 00:00:00
901;7;9;4;2024-03-03 00:00:00
902;9;6;3;2023-11-18 00:00:00
903;7;3;2;2023-07-28 00:00:00
904;7;13;2;2024-01-23 00:00:00
905;5;13;2;2024-02-17 00:00:00
906;3;19;3;2023-12-29 00:00:00
907;7;9;1;2023-04-13 00:00:00
908;9;13;4;2024-09-24 00:00:00
909;1;20;4;2023-04-28 00:00:00
910;5;15;2;2023-11-06 00:00:00
911;7;13;1;2024-09-14 00:00:00
912;10;18;4;2023-07-14 00:00:00
913;7;18;1;2024-03-05 00:00:00
914;10;6;1;2024-06-09 00:00:00
915;9;19;3;2023-02-07 00:00:00
916;1;16;4;2023-07-12 00:00:00
917;10;10;2;2023-10-01 00:00:00
918;9;19;4;2024-12-04 00:00:00
919;7;6;4;2024-07-02 00:00:00
920;4;17;1;2023-01-03 00:00:00
921;5;7;1;2023-07-26 00:00:00
922;2;18;3;2023-02-23 00:00:00
923;5;13;2;2024-09-05 00:00:00
924;7;20;1;2024-03-10 00:00:00
925;9;10;3;2023-10-31 00:00:00
926;2;3;1;2023-05-04 00:00:00
927;2;6;2;2023-02-04 00:00:00
928;9;10;1;2024-09-11 00:00:00
929;1;1;1;2024-08-15 00:00:00
930;5;11;2;2024-12-09 00:00:00
931;8;9;3;2024-12-27 00:00:00
932;6;8;4;2023-03-11 00:00:00
933;2;13;3;2024-02-17 00:00:00
934;8;20;1;2023-03-30 00:00:00
935;1;17;1;2024-02-16 00:00:00
936;7;2;4;2024-11-18 00:00:00
937;5;1;4;2023-11-20 00:00:00
938;8;9;3;2024-08-11 00:00:00
939;3;8;3;2024-11-15 00:00:00
940;9;18;2;2024-12-20 00:00:00
941;8;16;1;2023-06-22 00:00:00
942;3;10;4;2024-04-23 00:00:00
943;1;5;4;2023-12-25 00:00:00
944;6;1;1;2024-09-28 00:00:00
945;10;18;2;2023-04-23 00:00:00
946;10;8;4;2023-09-02 00:00:00
947;1;16;2;2023-10-01 00:00:00
948;1;1;4;2024-07-19 00:00:00
949;1;5;2;2024-09-18 00:00:00
950;3;8;4;2024-05-25 00:00:00
951;6;4;2;2024-02-18 00:00:00
952;8;19;1;2024-07-26 00:00:00
953;9;13;4;2023-03-21 00:00:00
954;5;17;4;2024-08-13 00:00:00
955;8;7;4;2023-10-25 00:00:00
956;3;12;3;2024-02-21 00:00:00
957;2;10;1;2023-09-30 00:00:00
958;3;1;2;2023-01-03 00:00:00
959;2;5;2;2024-04-07 00:00:00
960;9;9;2;2023-03-12 00:00:00
961;8;12;3;2024-06-21 00:00:00
962;3;9;3;2023-04-05 00:00:00
963;5;16;4;2023-02-08 00:00:00
964;9;7;3;2023-03-28 00:00:00
965;8;13;3;2023-10-23 00:00:00
966;2;1;1;2024-10-22 00:00:00
967;9;16;3;2023-05-20 00:00:00
968;1;3;4;2023-07-05 00:00:00
969;1;20;4;2024-02-01 00:00:00
970;8;20;4;2024-03-02 00:00:00
971;7;7;2;2023-02-28 00:00:00
972;3;7;1;2023-12-28 00:00:00
973;8;16;2;2023-07-26 00:00:00
974;10;12;1;2024-10-28 00:00:00
975;8;18;4;2024-08-01 00:00:00
976;10;4;1;2023-12-05 00:00:00
977;7;5;1;2023-09-30 00:00:00
978;8;5;3;2024-06-30 00:00:00
979;7;8;3;2024-08-26 00:00:00
980;8;7;1;2024-02-06 00:00:00
981;8;2;2;2024-02-01 00:00:00
982;2;6;3;2024-10-31 00:00:00
983;1;3;1;2023-12-03 00:00:00
984;1;10;3;2024-12-30 00:00:00
985;3;8;2;2024-02-18 00:00:00
986;4;1;3;2024-05-10 00:00:00
987;5;6;2;2023-10-28 00:00:00
988;10;8;1;2023-09-11 00:00:00
989;10;18;3;2024-09-01 00:00:00
990;1;16;3;2023-08-23 00:00:00
991;5;19;4;2023-05-09 00:00:00
992;3;4;3;2024-03-01 00:00:00
993;2;8;4;2023-10-22 00:00:00
994;8;16;3;2024-09-14 00:00:00
995;1;8;1;2023-11-18 00:00:00
996;4;1;3;2023-02-04 00:00:00
997;3;7;2;2023-12-15 00:00:00
998;7;9;1;2024-08-27 00:00:00
999;10;18;3;2023-07-29 00:00:00
1000;4;11;2;2024-10-24 00:00:00
